source_id,label,data_item,isBasedOnUrl
188,br;pe:tse:candidatos:2008,consulta_cand_2008_PE.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
189,br;pi:tse:candidatos:2008,consulta_cand_2008_PI.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
190,br;pr:tse:candidatos:2008,consulta_cand_2008_PR.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
191,br;rj:tse:candidatos:2008,consulta_cand_2008_RJ.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
192,br;rn:tse:candidatos:2008,consulta_cand_2008_RN.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
193,br;ro:tse:candidatos:2008,consulta_cand_2008_RO.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
194,br;rr:tse:candidatos:2008,consulta_cand_2008_RR.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
195,br;rs:tse:candidatos:2008,consulta_cand_2008_RS.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
196,br;sc:tse:candidatos:2008,consulta_cand_2008_SC.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
197,br;se:tse:candidatos:2008,consulta_cand_2008_SE.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
198,br;sp:tse:candidatos:2008,consulta_cand_2008_SP.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
199,br;to:tse:candidatos:2008,consulta_cand_2008_TO.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
200,br;ac:tse:candidatos:2010,consulta_cand_2010_AC.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
201,br;al:tse:candidatos:2010,consulta_cand_2010_AL.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
202,br;am:tse:candidatos:2010,consulta_cand_2010_AM.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
203,br;ap:tse:candidatos:2010,consulta_cand_2010_AP.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
204,br;ba:tse:candidatos:2010,consulta_cand_2010_BA.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
205,br;br:tse:candidatos:2010,consulta_cand_2010_BR.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
206,br;ce:tse:candidatos:2010,consulta_cand_2010_CE.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
207,br;df:tse:candidatos:2010,consulta_cand_2010_DF.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
208,br;es:tse:candidatos:2010,consulta_cand_2010_ES.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
209,br;go:tse:candidatos:2010,consulta_cand_2010_GO.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
210,br;ma:tse:candidatos:2010,consulta_cand_2010_MA.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
211,br;mg:tse:candidatos:2010,consulta_cand_2010_MG.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
212,br;ms:tse:candidatos:2010,consulta_cand_2010_MS.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
213,br;mt:tse:candidatos:2010,consulta_cand_2010_MT.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
214,br;pa:tse:candidatos:2010,consulta_cand_2010_PA.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
215,br;pb:tse:candidatos:2010,consulta_cand_2010_PB.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
216,br;pe:tse:candidatos:2010,consulta_cand_2010_PE.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
217,br;pi:tse:candidatos:2010,consulta_cand_2010_PI.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
218,br;pr:tse:candidatos:2010,consulta_cand_2010_PR.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
219,br;rj:tse:candidatos:2010,consulta_cand_2010_RJ.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
220,br;rn:tse:candidatos:2010,consulta_cand_2010_RN.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
221,br;ro:tse:candidatos:2010,consulta_cand_2010_RO.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
222,br;rr:tse:candidatos:2010,consulta_cand_2010_RR.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
223,br;rs:tse:candidatos:2010,consulta_cand_2010_RS.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
224,br;sc:tse:candidatos:2010,consulta_cand_2010_SC.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
225,br;se:tse:candidatos:2010,consulta_cand_2010_SE.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
226,br;sp:tse:candidatos:2010,consulta_cand_2010_SP.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
227,br;to:tse:candidatos:2010,consulta_cand_2010_TO.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
228,br;ac:tse:candidatos:2012,consulta_cand_2012_AC.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
229,br;al:tse:candidatos:2012,consulta_cand_2012_AL.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
230,br;am:tse:candidatos:2012,consulta_cand_2012_AM.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
231,br;ap:tse:candidatos:2012,consulta_cand_2012_AP.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
232,br;ba:tse:candidatos:2012,consulta_cand_2012_BA.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
233,br;ce:tse:candidatos:2012,consulta_cand_2012_CE.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
234,br;es:tse:candidatos:2012,consulta_cand_2012_ES.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
235,br;go:tse:candidatos:2012,consulta_cand_2012_GO.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
236,br;ma:tse:candidatos:2012,consulta_cand_2012_MA.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
237,br;mg:tse:candidatos:2012,consulta_cand_2012_MG.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
238,br;ms:tse:candidatos:2012,consulta_cand_2012_MS.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
239,br;mt:tse:candidatos:2012,consulta_cand_2012_MT.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
240,br;pa:tse:candidatos:2012,consulta_cand_2012_PA.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
241,br;pb:tse:candidatos:2012,consulta_cand_2012_PB.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
242,br;pe:tse:candidatos:2012,consulta_cand_2012_PE.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
243,br;pi:tse:candidatos:2012,consulta_cand_2012_PI.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
244,br;pr:tse:candidatos:2012,consulta_cand_2012_PR.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
245,br;rj:tse:candidatos:2012,consulta_cand_2012_RJ.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
246,br;rn:tse:candidatos:2012,consulta_cand_2012_RN.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
247,br;ro:tse:candidatos:2012,consulta_cand_2012_RO.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
248,br;rr:tse:candidatos:2012,consulta_cand_2012_RR.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
249,br;rs:tse:candidatos:2012,consulta_cand_2012_RS.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
250,br;sc:tse:candidatos:2012,consulta_cand_2012_SC.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
251,br;se:tse:candidatos:2012,consulta_cand_2012_SE.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
252,br;sp:tse:candidatos:2012,consulta_cand_2012_SP.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
253,br;to:tse:candidatos:2012,consulta_cand_2012_TO.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
254,br;ac:tse:candidatos:2014,consulta_cand_2014_AC.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
255,br;al:tse:candidatos:2014,consulta_cand_2014_AL.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
256,br;am:tse:candidatos:2014,consulta_cand_2014_AM.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
257,br;ap:tse:candidatos:2014,consulta_cand_2014_AP.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
258,br;ba:tse:candidatos:2014,consulta_cand_2014_BA.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
259,br;br:tse:candidatos:2014,consulta_cand_2014_BR.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
260,br;ce:tse:candidatos:2014,consulta_cand_2014_CE.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
261,br;df:tse:candidatos:2014,consulta_cand_2014_DF.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
262,br;es:tse:candidatos:2014,consulta_cand_2014_ES.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
263,br;go:tse:candidatos:2014,consulta_cand_2014_GO.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
264,br;ma:tse:candidatos:2014,consulta_cand_2014_MA.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
265,br;mg:tse:candidatos:2014,consulta_cand_2014_MG.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
266,br;ms:tse:candidatos:2014,consulta_cand_2014_MS.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
267,br;mt:tse:candidatos:2014,consulta_cand_2014_MT.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
268,br;pa:tse:candidatos:2014,consulta_cand_2014_PA.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
269,br;pb:tse:candidatos:2014,consulta_cand_2014_PB.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
270,br;pe:tse:candidatos:2014,consulta_cand_2014_PE.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
271,br;pi:tse:candidatos:2014,consulta_cand_2014_PI.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
272,br;pr:tse:candidatos:2014,consulta_cand_2014_PR.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
273,br;rj:tse:candidatos:2014,consulta_cand_2014_RJ.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
274,br;rn:tse:candidatos:2014,consulta_cand_2014_RN.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
275,br;ro:tse:candidatos:2014,consulta_cand_2014_RO.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
276,br;rr:tse:candidatos:2014,consulta_cand_2014_RR.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
277,br;rs:tse:candidatos:2014,consulta_cand_2014_RS.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
278,br;sc:tse:candidatos:2014,consulta_cand_2014_SC.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
279,br;se:tse:candidatos:2014,consulta_cand_2014_SE.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
280,br;sp:tse:candidatos:2014,consulta_cand_2014_SP.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
281,br;to:tse:candidatos:2014,consulta_cand_2014_TO.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
282,br;zz:tse:candidatos:2014,consulta_cand_2014_ZZ.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
283,br;ac:tse:candidatos:2016,consulta_cand_2016_AC.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
284,br;al:tse:candidatos:2016,consulta_cand_2016_AL.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
285,br;am:tse:candidatos:2016,consulta_cand_2016_AM.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
286,br;ap:tse:candidatos:2016,consulta_cand_2016_AP.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
287,br;ba:tse:candidatos:2016,consulta_cand_2016_BA.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
288,br;br:tse:candidatos:2016,consulta_cand_2016_BR.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
289,br;ce:tse:candidatos:2016,consulta_cand_2016_CE.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
290,br;df:tse:candidatos:2016,consulta_cand_2016_DF.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
291,br;es:tse:candidatos:2016,consulta_cand_2016_ES.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
292,br;go:tse:candidatos:2016,consulta_cand_2016_GO.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
293,br;ma:tse:candidatos:2016,consulta_cand_2016_MA.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
294,br;mg:tse:candidatos:2016,consulta_cand_2016_MG.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
295,br;ms:tse:candidatos:2016,consulta_cand_2016_MS.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
296,br;mt:tse:candidatos:2016,consulta_cand_2016_MT.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
297,br;pa:tse:candidatos:2016,consulta_cand_2016_PA.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
298,br;pb:tse:candidatos:2016,consulta_cand_2016_PB.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
299,br;pe:tse:candidatos:2016,consulta_cand_2016_PE.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
300,br;pi:tse:candidatos:2016,consulta_cand_2016_PI.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
301,br;pr:tse:candidatos:2016,consulta_cand_2016_PR.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
302,br;rj:tse:candidatos:2016,consulta_cand_2016_RJ.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
303,br;rn:tse:candidatos:2016,consulta_cand_2016_RN.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
304,br;ro:tse:candidatos:2016,consulta_cand_2016_RO.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
305,br;rr:tse:candidatos:2016,consulta_cand_2016_RR.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
306,br;rs:tse:candidatos:2016,consulta_cand_2016_RS.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
307,br;sc:tse:candidatos:2016,consulta_cand_2016_SC.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
308,br;se:tse:candidatos:2016,consulta_cand_2016_SE.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
309,br;sp:tse:candidatos:2016,consulta_cand_2016_SP.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
310,br;to:tse:candidatos:2016,consulta_cand_2016_TO.txt,http://www.tse.jus.br/eleicoes/estatisticas/repositorio-de-dados-eleitorais
311,br:tse,,
